gene_id,MEF,Naive_CD4T,Naive_CD8T,mESCJ1,DP,Th2,Th2a,RAVCrep1,RAVCrep2
Gstp2,0,0,0,37.346,0.551,0,0.392,1.095,1.095
BC021614,0.219,80.234,23.81,4.571,22.114,237.713,1005.842,69.861,69.861
Cabp2,0,0,0,0,0,0,0.229,0,0
Cdk2ap2,58.783,50.196,41.748,51.322,88.3,150.332,1147.046,190.949,190.949
Pitpnm1,20.056,31.384,15.05,2.493,52.971,47.608,60.447,48.777,48.777
Aip,46.678,46.207,31.773,40.423,90.321,124.523,413.304,120.84,120.84
Tmem134,63.678,52.485,24.882,20.703,75.713,60.484,396.813,103.469,103.469
Cabp4,0,0.04,0.086,0.386,1.736,0.631,0.206,0.157,0.157
Gpr152,0.038,0.265,0.063,0.02,0.845,0,0.15,0.019,0.019
Coro1b,221.978,92.399,68.063,80.312,382.265,219.131,568.6,326.602,326.602
Ptprcap,0.874,231.292,150.868,1.683,944.96,773.083,3259.289,1058.093,1058.093
Rps6kb2,28.872,18.471,10.395,8.967,109.849,26.374,43.518,20.733,20.733
Carns1,0.969,11.553,3.308,1.077,100.108,3.417,6.987,2.547,2.547
Tbc1d10c,0.589,226.322,146.632,2.699,730.992,164.453,460.597,244.086,244.086
Ppp1ca,557.865,284.24,174.082,694.471,1038.895,970.301,1345.498,939.018,939.018
Rad9a,34.85,34.231,13.652,34.104,97.075,31.591,75.392,33.731,33.731
Clcf1,39.246,16.615,13.84,0.378,0,5.185,19.597,8.838,8.838
Clcf1-pold4,0,0,0,0,0,0,0,0,0
Pold4,4.283,2.329,1.311,2.209,8.576,25.24,2.745,16.642,16.642
Ssh3,10.415,5.23,2.504,1.915,57.78,19.061,5.083,3.513,3.513
Mir6985,0,0.947,0,0,6.797,0,0,0,0
Ankrd13d,3.386,4.827,4.451,3.547,127.241,9.711,7.301,1.573,1.573
Adrbk1,87.362,150.71,84.492,53.092,706.736,319.575,239.983,256.98,256.98
Kdm2a,53.125,31.313,14.242,32.853,141.944,47.159,5.359,44.138,44.138
Rhod,50.306,0.086,0.183,15.905,0,7.432,13.446,0.783,0.783
A930001C03Rik,0.496,0,0,0,0,2.652,2.472,0,0
Syt12,3.611,0,0,0.386,0,1.241,0.54,0,0
2010003K11Rik,0,0,0,0,0,0,0,0,0
Pcx,5.333,1.568,0.507,23.611,1.262,34.809,8.009,40.387,40.387
Lrfn4,37.502,0.04,0.098,17.915,4.404,3.407,1.516,0.615,0.615
Rce1,30.589,17.609,11.935,32.881,55.057,49.387,87.502,32.094,32.094
Mir6986,0,1.991,0,1.364,14.298,0,5.085,0,0
Gm960,0.262,0.485,0.072,0.105,0,0.2,0.13,0.033,0.033
Sptbn2,0.916,0.063,0.065,14.439,3.776,0.165,0.752,0.182,0.182
Rbm4b,8.003,9.087,3.821,14.136,53.7,9.386,24.981,17.343,17.343
Gm21992,0,0,0,0,0,0.159,0,0,0
Rbm4,0.327,3.569,1.61,1.106,7.933,2.993,0.76,0.909,0.909
Rbm14,49.778,4.811,2.336,105.057,91.096,43.515,34.54,49.806,49.806
Ccs,57.941,39.439,21.125,39.144,83.164,116.739,277.357,175.55,175.55
Ccdc87,0.234,0,0.013,0.025,0,0.286,0.093,0.237,0.237
Ctsf,11.235,0.439,0.021,7.531,0,5.95,7.765,1.061,1.061
Actn3,1.179,0.04,0,10.961,0.575,0.47,0.102,0.181,0.181
Zdhhc24,13.165,3.02,1.293,5.311,9.549,8.821,10.936,6.34,6.34
Bbs1,0.872,0.289,0.102,1.569,3.704,0.323,0.105,0.588,0.588
Dpp3,105.091,40.522,24.677,165.092,150.373,78.504,92.229,60.651,60.651
Peli3,0.382,0.209,0.084,1.348,1.284,0.233,0,0.116,0.116
Mrpl11,24.022,5.91,3.931,62.833,23.451,32.778,40.935,20.154,20.154
Npas4,17.651,0,0.025,0.362,0,0.138,0,0.046,0.046
Slc29a2,17.527,0.56,0.215,21.753,3.353,2.559,0.716,1.271,1.271
B4gat1,55.756,5.504,3.175,11.779,22.006,12.438,11.884,19.752,19.752
Brms1,46.989,15.362,12.562,60.782,104.436,48.982,99.635,52.362,52.362
Rin1,81.547,0.207,0.206,1.857,1.986,0.216,0.141,0.125,0.125
Cd248,294.016,0,0,0.525,0,0,0.23,7.976,7.976
Tmem151a,5.175,0,0,0.963,0.105,0,0,0.038,0.038
Yif1a,82.14,17.325,10.655,36.88,36.66,30.577,113.194,27.875,27.875
Cnih2,3.35,1.94,1.075,3.236,6.663,1.651,5.171,0.109,0.109
Rab1b,175.906,84.546,38.689,155.032,262.119,141.878,81.328,263.468,263.468
Klc2,35.796,7.562,2.732,18.703,26.34,8.88,0.193,9.289,9.289
Pacs1,37.818,9.042,2.797,16.07,60.831,13.22,23.842,96.986,96.986
Sf3b2,208.651,117.743,43.362,282.015,403.231,217.117,248.958,275.674,275.674
Gal3st3,0,0.024,0.084,4.769,0.514,0.56,0,0.062,0.062
Catsper1,0,0,0,0,0.201,0,0,0,0
Cst6,0.262,0.044,0,0.02,0.315,0.572,16.721,0.095,0.095
Banf1,170.324,10.697,9.065,489.259,347.081,245.248,638.663,216.443,216.443
Eif1ad,39.844,18.568,10.799,98.721,107.314,53.821,120.889,50.447,50.447
Sart1,41.262,29.986,15.921,55.74,122.17,78.838,66.97,42.961,42.961
D330050I16Rik,1.024,1.898,0.731,0.547,2.391,1.303,2.892,1.079,1.079
4930481A15Rik,0.273,11.014,6.536,0,16.662,5.846,5.177,4.391,4.391
Drap1,210.15,50.379,32.636,95.476,432.532,222.45,368.381,243.487,243.487
AI837181,60.035,28.215,15.59,39.632,102.789,36.861,62.232,74.754,74.754
Fosl1,22.559,0,0,0.603,0.486,2.651,0.173,0,0
Ccdc85b,26.554,2.834,2.091,3.397,14.132,13.454,1.273,13.708,13.708
Fibp,35.313,30.592,15.797,38.024,77.913,66.34,134.148,52.094,52.094
Ctsw,1.201,57.785,171.813,4.11,18.174,9.539,78.761,52.675,52.675
Efemp2,417.454,1.505,1.31,11.124,12.606,10.797,12.009,1.341,1.341
Mus81,17.295,31.722,14.015,13.456,79.267,29.936,56.679,26.328,26.328
Cfl1,1475.072,619.802,244.646,1893.922,1290.164,2949.383,1808.477,2683.646,2683.646
Snx32,1.614,12.352,4.635,0.384,43.224,10.409,18.054,4.627,4.627
1700020D05Rik,0.436,1.417,0.843,0.078,11.394,2.661,0.868,0.147,0.147
Ovol1,0,0.1,0.212,2.019,0.715,0.468,0.712,0.206,0.206
Ap5b1,2.679,11.708,4.219,5.271,24.004,8.186,8.299,18.398,18.398
Rnaseh2c,51.753,23.327,15.13,31.718,143.136,135.737,257.498,99.068,99.068
Kat5,22.633,27.116,15.819,39.244,79.953,29.23,44.31,34.002,34.002
Rela,85.515,36.488,16.243,26.487,126.735,71.744,122.046,99.332,99.332
Sipa1,29.793,69.515,28.768,8.713,166.587,65.555,113.613,92.538,92.538
Pcnxl3,32.482,8.696,3.935,25.038,150.64,16.178,15.023,25.369,25.369
Mir6987,0,0,0,0,22.72,0,0,0,0
Map3k11,24.428,15.304,12.818,16.912,129.965,21.987,12.021,42.218,42.218
Kcnk7,3.046,0.62,0.842,0.283,3.341,5.26,15.315,0.402,0.402
Ehbp1l1,151.009,12.422,5.148,3.93,33.985,27.574,29.484,15.279,15.279
Fam89b,94.349,19.579,13.227,24.412,153.953,45.497,97.095,99.369,99.369
Sssca1,66.052,11.449,7.817,200.317,74.53,65.767,117.806,40.362,40.362
Ltbp3,96.455,0.089,0.016,1.402,0.24,7.315,0.909,0.087,0.087
Scyl1,86.616,25.639,10.685,39.271,76.577,49.021,63.416,43.826,43.826
Malat1,902.868,1813.56,691.013,12.951,1666.243,356.568,24.923,7.065,7.065
Neat1,7.564,8.036,7.068,0.705,103.028,37.559,14.782,3.139,3.139
Frmd8,66.163,94.704,49.395,55.548,232.076,105.645,310.773,219.163,219.163
Slc25a45,2.744,29.263,12.851,0.432,33.253,14.548,51.972,43.776,43.776
Tigd3,0.42,0.437,0.097,2.244,11.763,1.282,0.279,1.557,1.557
Dpf2,35.088,20.198,8.213,73.029,120.218,49.563,39.196,86.538,86.538
Cdc42ep2,17.264,0.426,0,1.592,0.556,0.606,0.791,0.05,0.05
Pola2,33.274,20.184,10.039,77.872,96.731,60.59,94.273,44.045,44.045
Slc22a20,0,0,0,0.459,0,0,0,0,0
Capn1,68.241,57.195,33.821,21.321,120.067,61.899,16.637,136.918,136.918
Gm10814,0.828,1.145,1.082,0.04,2.32,0.46,0.45,0.381,0.381
Syvn1,54.827,6.159,3.277,13.87,82.793,31.402,21.62,25.51,25.51
Mir6988,0,0.979,0,0,21.084,0,0,0,0
Mrpl49,35.737,18.106,10.829,95.558,112.691,54.596,80.157,46.293,46.293
Fau,3.267,236.335,180.792,1143.082,33.07,1703.14,18.094,2135.052,2135.052
Znhit2,31.649,7.64,7.032,22.881,38.113,42.978,46.04,37.07,37.07
Tm7sf2,5.501,6.871,3.014,5.83,20.186,27.504,26.722,7.844,7.844
Vps51,18.667,30.24,12.015,30.64,93.142,29.033,44.28,41.394,41.394
BC048609,0.551,0.43,0.533,0.147,3.089,0.842,0.549,0.279,0.279
Zfpl1,40.879,13.616,7.225,34.299,80.644,40.291,101.818,33.119,33.119
Cdca5,24.759,0.606,0.172,135.186,97.461,68.059,103.676,39.743,39.743
Naaladl1,1.917,0.129,0.183,1.555,6.299,2.827,0,0.502,0.502
Sac3d1,53.94,6.765,4.465,32.128,41.344,22.698,41.858,21.246,21.246
Snx15,27.071,10.341,5.573,12.629,77.763,30.504,73.112,27.055,27.055
Arl2,61.624,13.621,6.259,67.549,60.121,34.328,99.783,18.088,18.088
Batf2,0,0,0.03,0.058,0,0.33,0.43,0.055,0.055
1700123I01Rik,0,0,0,0.834,0.514,0,0,0,0
Gpha2,0,0.884,0,0.942,2.821,0,0,0,0
Ppp2r5b,45.341,5.735,3.126,16.038,36.748,12.685,3.921,12.162,12.162
Atg2a,21.42,11.174,6.554,30.359,75.408,13.831,17.445,28.299,28.299
Mir194-2,0,0,0,0,0,0,0,0,0
Mir192,0,0,0,0,4.659,0,0,0,0
Ehd1,273.828,3.538,14.703,113.321,38.572,45.171,69.146,36.626,36.626
Cdc42bpg,11.155,1.609,1.562,6.758,11.207,9.727,1.181,2.835,2.835
Men1,44.088,17.226,10.157,57.121,150.445,55.755,47.83,46.856,46.856
Map4k2,5.48,113.532,62.589,4.756,369.881,86.016,119.56,73.615,73.615
Sf1,184.94,23.915,13.023,212.25,388.047,145.796,79.19,167.622,167.622
Pygm,1.144,3.289,1.007,1.029,18.37,4.609,5.911,1.263,1.263
Rasgrp2,0.742,179.742,86.807,35.714,250.338,29.267,19.367,39.525,39.525
Nrxn2,0.222,0.009,0.012,2.78,0.311,0,0,0,0
Slc22a12,0,0,0,0,0,0,0,0,0
Rps6ka4,95.173,7.779,4.074,5.481,27.67,18.328,30.887,19.979,19.979
Mir5046,0,0,0,0,0,0,0,0,0
Ccdc88b,0.298,50.088,25.136,0.558,222.332,84.218,43.833,68.678,68.678
Prdx5,321.666,36.422,24.608,141.549,325.448,461.844,465.553,232.714,232.714
Trmt112,15.625,17.959,17.04,91.76,108.885,93.288,27.436,109.593,109.593
Esrra,33.057,13.34,9.631,9.739,52.709,22.378,15.655,22.035,22.035
Mir6990,0,1.269,1.798,0,13.67,9.934,0,4.113,4.113
Tex40,0.379,0.517,0.209,3.647,0,0.579,0,0,0
Kcnk4,0,0,0.071,0.684,0.239,0,0.17,0,0
Gpr137,15.772,1.544,1.138,6.118,10.19,11.434,9.06,4.112,4.112
Bad,28.789,2.657,3.576,14.251,36.803,33.877,48.865,22.047,22.047
Plcb3,83.362,1.207,0.557,30.556,18.498,12.841,5.679,11.793,11.793
Ppp1r14b,157.59,20.544,20.158,270.476,111.896,210.01,78.949,168.924,168.924
Fkbp2,65.402,8.161,6.642,33.191,137.799,319.451,151.681,80.254,80.254
Vegfb,14.886,2.522,1.627,44.863,44.958,33.494,52.914,10.685,10.685
Dnajc4,23.07,23.989,9.494,10.642,16.783,25.29,75.139,20.495,20.495
Nudt22,11.402,7.918,3.561,21.065,23.658,27.147,66.722,25.475,25.475
Trpt1,3.621,2.826,0.858,4.702,13.411,1.975,9.797,1.309,1.309
Fermt3,1.944,151.095,78.265,0.367,476.033,264.519,575.051,375.327,375.327
Stip1,348.692,72.909,45.468,565.064,350.34,325.108,327.375,208.433,208.433
Macrod1,8.47,3.759,2.598,1.923,48.782,15.598,15.267,28.884,28.884
Flrt1,1.337,0,0.021,0.148,4.668,0,0,0.013,0.013
Otub1,175.542,53.675,30.604,114.114,228.957,115.086,45.902,111.451,111.451
Cox8a,337.665,62.611,48.549,457.683,537.898,797.823,1992.578,787.243,787.243
Naa40,31.8,17.612,6.78,62.202,90.019,41.68,29.268,49.093,49.093
Rcor2,6.023,1.376,0.711,189.607,68.147,18.178,0.439,4.088,4.088
Mark2,41.5,9.225,5.347,31.685,158.266,39.874,19.312,88.116,88.116
AI846148,30.339,6.336,3.911,30.131,75.067,13.867,11.25,11.193,11.193
1700105P06Rik,0.533,0.312,0,0.143,0,0,0,0,0
2700081O15Rik,32.735,0.127,1.853,5.217,112.118,6.432,2.542,0.525,0.525
Mir6991,6.34,0,0,0,154.011,0,0,0,0
Rtn3,122.357,6.429,3.296,48.302,235.306,89.626,94.78,92.591,92.591
Snord118,0,1.312,0,0,28.271,0,0,0,0
Atl3,137.641,9.455,4.658,25.461,66.91,31.914,9.07,78.617,78.617
Pla2g16,8.188,14.291,6.744,4.738,5.179,34.768,74.425,54.2,54.2
Lgals12,0,0.314,0,0.144,0,0,0,0,0
Hrasls5,0,0,0,0,0,0,0,0,0
Slc22a19,0,0,0,0,0,0,0,0,0
Slc22a26,0,0,0,0,0,0,0,0,0
Slc22a27,0,0,0,0,0,0,0,0,0
Slc22a28,0,0,0,0,0,0,0,0,0
Slc22a29,0,0,0,0,0,0,0,0,0
Slc22a30,0,0,0,0,0,0,0,0,0
Slc22a8,0,0,0,0.023,0.354,0,0,0,0
Slc22a6,0,0,0,0,0.103,0,0,0,0
9830166K06Rik,0.162,0,0,0,0,0,0,0,0
Chrm1,0.094,0.055,0.02,0,0,0,0,0,0
Slc3a2,205.394,19.851,15.885,224.977,88.732,131.716,202.108,54.861,54.861
Snhg1,300.526,206.934,123.115,232.347,465.169,717.865,552.076,176.121,176.121
Snord22,79.836,54017.705,61779.012,48.974,95.434,218.82,70.223,8.911,8.911
Wdr74,82.567,37.213,23.776,274.392,103.661,113.373,177.599,54.273,54.273
1700092M07Rik,2.725,2.583,0.753,1.041,3.274,4.758,2.328,0,0
Stx5a,45.281,32.133,16.907,31.134,190.473,73.069,115.551,63.081,63.081
Mir6992,0,3.178,1.501,1.452,57.061,0,0,0,0
Nxf1,73.911,80.995,34.583,71.472,283.155,132.17,147.796,47.085,47.085
Tmem223,18.393,10.729,6.342,33.844,82.596,64.656,90.689,55.738,55.738
Tmem179b,30.877,29.414,20.11,27.334,99.75,83.149,439.622,60.464,60.464
Taf6l,6.63,5.984,1.62,22.255,14.933,11.033,2.36,6.35,6.35
Gm2518,0.239,2.004,0.363,0.064,0.669,0,0.238,0,0
Polr2g,106.007,53.148,23.557,224.118,249.361,153.093,481.82,119.952,119.952
Zbtb3,2.857,1.394,0.652,3.82,2.803,0.873,3.275,2.964,2.964
Ttc9c,46.895,12.413,5.704,46.805,81.376,39.728,22.269,39.583,39.583
Hnrnpul2,121.27,31.148,18.534,85.66,343.462,133.008,28.742,113.806,113.806
Gng3,1.828,1.495,1.035,23.701,11.959,0.532,0.694,0.176,0.176
Bscl2,18.654,15.956,10.475,16.649,62.853,72.088,217.444,67.254,67.254
Lrrn4cl,4.181,0.045,0.142,1.286,0.642,0.175,0,0,0
Ubxn1,176.716,72.046,34.482,374.954,337.577,387.232,688.66,274.914,274.914
Uqcc3,23.676,35.782,20.029,40.555,138.714,102.255,261.929,73.77,73.77
Lbhd1,0,0.05,0.533,0,0.361,0,0,0.065,0.065
5730408K05Rik,4.238,1658.153,1635.382,9.683,18.357,18.833,9.985,0.975,0.975
Mir5136,0,0,0,1.041,0,0,0,0,0
1810009A15Rik,0.91,0.994,0.553,2.433,8.67,2.224,14.148,0.368,0.368
Ints5,40.688,11.165,6.394,75.22,45.946,45.007,7.253,42.084,42.084
Ganab,199.972,71.961,38.024,180.1,236.12,154.568,53.955,121.356,121.356
B3gat3,50.898,19.793,16.781,19.129,86.908,46.797,72.803,51.177,51.177
Rom1,3.102,4.048,4.475,2.333,14.673,8.886,12.37,18.394,18.394
Eml3,32.517,9.696,7.099,14.902,69.108,60.55,58.709,69.555,69.555
Mta2,162.069,93.517,63.668,143.845,536.877,226.068,65.637,231.683,231.683
Tut1,30.985,25.132,9.428,61.908,63.931,60.484,43.222,20.877,20.877
Eef1g,253.611,143.071,81.216,2109.562,63.853,933.149,220.872,1503.291,1503.291
Ahnak,697.922,5.082,16.894,3.633,1.214,15.586,4.897,17.243,17.243
Mir6367,0,0,0,0,0,0,0,0,0
Scgb1a1,0,0,0,0,0,0,0,0,0
Asrgl1,5.725,12.467,5.161,39.834,69.472,34.784,50.583,39.664,39.664
Stxbp3-ps,0.147,0.459,1.259,0.079,3.294,0.898,0,0.372,0.372
Incenp,87.738,5.797,3.178,105.277,287.558,124.483,112.675,82.995,82.995
Fth1,745.143,71.647,37.837,680.219,822.705,833.982,2903.492,797.357,797.357
Best1,0,1.913,1.571,0.76,0.996,0.434,1.275,0,0
Rab3il1,1.148,0,0.018,6.343,0.357,0,0,0,0
Fads3,184.768,0,0,2.299,1.268,1.106,0.18,0.114,0.114
Fads2,99.668,0,0,139.126,40.695,94.714,16.624,16.727,16.727
Fads1,103.099,5.376,2.318,52.779,52.4,21.305,30.79,28.399,28.399
Mir6993,0,0,0,0,0,0,0,0,0
Fen1,63.98,12.109,7.748,160.714,145.555,142.187,104.329,85.193,85.193
Tmem258,156.924,55.36,34.56,211.738,574.812,319.938,427.368,233.066,233.066
Myrf,10.44,0.505,0.183,80.27,0.074,0.485,0,0.067,0.067
Dagla,12.551,0,0,1.685,0.074,0.321,0.157,0.04,0.04
Syt7,0.531,0,0,3.214,0.06,0,0,0,0
Lrrc10b,2.065,0,0,0.152,0,0,0,0,0
Ppp1r32,0,0.594,0.196,0.163,2.844,0,0.607,0,0
Sdhaf2,33.15,18.55,9.56,29.58,48.601,38.091,67.33,40.072,40.072
Cpsf7,49.215,18.279,7.251,61.309,209.624,62.581,25.696,51.403,51.403
Tmem216,9.262,2.179,2.49,18.726,12.446,10.854,41.483,3.595,3.595
Tmem138,12.93,3.079,2.06,14.572,18.429,9.598,31.897,6.764,6.764
Cyb561a3,12.03,9.546,5.518,6.999,30.756,20.331,39.711,14.515,14.515
Tkfc,17.049,3.583,0.997,18.48,28.305,19.835,3.268,11.679,11.679
Ddb1,915.416,89.512,49.579,823.056,461.459,322.027,116.614,258.213,258.213
Vwce,0.794,0.016,0.023,0.291,4.802,0,0.167,0,0
4930524O05Rik,0,0,0,0,0,0,0,0,0
Pga5,0,0.082,0,1.844,0,0,0,0.053,0.053
2210404E10Rik,0,0,0,0.136,0,0,0,0.128,0.128
Vps37c,37.611,5.714,2.726,10.712,28.845,10.294,10.381,13.421,13.421
Cd5,0,252.913,58.348,0.076,72.748,147.896,284.815,178.536,178.536
A430093F15Rik,0.14,10.073,2.533,0,1.96,16.669,47.413,3.645,3.645
Cd6,0.146,193.651,74.903,1.017,231.103,102.942,153.301,137.935,137.935
Slc15a3,0.757,0,0.035,0.067,0.177,9.059,14.338,2.905,2.905
Tmem132a,86.749,0.05,0,14.058,2.377,2.461,0.676,0.365,0.365
Tmem109,142.257,5.956,2.735,27.847,40.626,117.859,282.093,67.091,67.091
Prpf19,62.976,19.2,10.855,158.822,72.872,53.599,17.371,49.239,49.239
Zp1,0,0.18,0,0.123,0.431,0,0,0,0
Ptgdr2,0.671,0.175,0.046,0,0.157,0,0,0.028,0.028
Ccdc86,52.611,3.288,1.798,51.845,10.632,10.235,22.098,15.279,15.279
Ms4a10,0,0,0,4.234,0,0,0.585,0,0
Ms4a15,0,0,0.024,0.277,0.242,0,0,0.044,0.044
Ms4a18,0,0,0,0,0,0,0,0,0
AW112010,0,52.821,104.428,0,10.166,262.445,3295.674,232.667,232.667
Ms4a8a,0,0,0,0,0,0.418,1.908,0,0
1700017D01Rik,0,0,0,0,0,0,0,0,0
1700025F22Rik,0,0,0,0,0,0,0,0,0
Ms4a13,0,0,0,0,0,0,0,0,0
4930526L06Rik,0,0,0,9.385,0.407,0,0,0,0
Ms4a1,0,0.449,0.199,0,0,0,0,0,0
Ms4a5,0,0,0,0.167,0,0,0,0,0
Ms4a7,1.724,0,0,0.277,0.242,0,0,0,0
Ms4a4c,0,11.494,14.383,0,0,0,0.342,1.173,1.173
Ms4a4b,0,88.993,56.987,0,4.944,16.527,56.033,647.481,647.481
Ms4a6c,0.433,19.78,12.017,0,0.808,2.863,4.887,8.827,8.827
Gm8369,0,4.496,3.899,0,0.604,5.921,3.434,17.16,17.16
Ms4a6b,0.351,438.731,210.197,0,44.734,35.098,86.54,698.908,698.908
Ms4a4d,0.707,0.552,0,3.35,0.283,0,0,1.892,1.892
Ms4a6d,2.05,1.348,1.521,0.692,0,0,3.012,6.006,6.006
Ms4a2,0.998,0,0,0,0,0,0,0.053,0.053
Ms4a3,0,0,0,0,0,0,0,0,0
Oosp2,0,0,0,0,0,0,0,0,0
Oosp1,0,0,0,0,0,0,0,0,0
Oosp3,0,0,0,0,0,0,0,0,0
Gif,0,0,0,0,0,0,0,0,0
Mrpl16,44.353,7.5,5.858,104.871,38.735,63.938,86.067,59.934,59.934
Stx3,9.977,0.834,0.525,47.956,1.581,1.633,2.96,2.133,2.133
Olfr1417,0.156,0,0,0,0,0,0,0,0
Olfr1418,0,0,0,0,0,0,0,0,0
Olfr1419,0,0,0,0,0,0,0,0,0
Olfr1420,0,0,0,0,0,0,0,0.08,0.08
Patl1,41.355,6.183,2.025,45.881,60.807,27.199,20.473,35.36,35.36
Mir6994,0,0,2.241,0,5.68,0,0,0,0
Osbp,60.373,23.526,9.78,19.247,113.899,39.218,10.095,41.644,41.644
Olfr1423,0,0,0,0,0,0,0,0,0
Olfr1424,0,0,0,0,0,0,0,0,0
Mir466f-1,0,0,0,0,0,0,0,0,0
Olfr1425,0,0,0,0,0,0,0,0,0
Olfr1426,0,0,0,0,0,0,0,0,0
Olfr1427,0,0,0,0,0,0,0,0,0
Olfr1428,0,0,0,0,0,0,0,0,0
Olfr76,0,0,0,0,0,0,0,0,0
Olfr1431,0,0,0,0,0,0,0,0,0
Olfr1432,0,0,0,0,0,0,0,0,0
Olfr262,0,0,0,0,0,0,0,0,0
Olfr235,0,0,0,0,0,0,0,0,0
Olfr1434,0,0,0,0,0,0,0,0,0
Olfr1436,0,0,0,0,0,0,0,0,0
Olfr1437,0,0,0,0,0,0,0,0,0
Olfr1440,0,0,0,0,0,0,0,0,0
Olfr1441,0,0,0,0,0,0,0,0,0
Pfpl,0,0,0,0.02,0,0,0,0,0
Mpeg1,2.832,0.067,0.075,0.164,0,0,0,0,0
Dtx4,5.512,2.582,2.034,2.057,0.072,0.157,0.256,3.645,3.645
Fam111a,133.967,17.146,12.797,30.739,66.105,47.615,39.091,121.133,121.133
A330040F15Rik,0.401,1.357,0.222,0.072,0.375,0.409,0,0.068,0.068
Gm4952,0.092,0,0.025,0,0,0,0.183,0.047,0.047
Glyat,0.113,0,0,0,0,0,0,0,0
Olfr1442,0,0,0,0,0,0,0,0,0
Olfr1443,0,0,0,0,0,0,0,0,0
Keg1,0,0,0,0,0,0,0,0,0
Zfp91Cntf,0,0,0,0,0,0,0,0,0
Cntf,0.368,0.287,0.238,0,3.441,0.75,0.49,0.186,0.186
Zfp91,60.054,11.745,5.702,14.161,69.12,57.294,14.46,36.658,36.658
Lpxn,0.531,25.4,28.624,0.142,41.638,326.632,640.997,98.698,98.698
Olfr1444,0,0.06,0.128,0,0,1.412,1.843,0.078,0.078
Olfr1445,0,0,0,0,0,0,0,0,0
Olfr1446,0,0,0,0,0,0,0,0,0
Olfr1447,0,0,0,0,0,0,0,0,0
Olfr1448,0,0,0,0,0,0,0,0,0
Olfr1449,0,0,0,0,0,0,0,0,0
Olfr1450,0,0,0,0,0,0,0,0,0
Olfr1451,0,0,0,0,0,0,0,0,0
Olfr1453,0,0,0,0,0,0,0,0,0
Olfr1454,0,0,0,0,0,0,0,0,0
Olfr1457,0,0,0,0,0,0,0,0,0
Olfr1459,0,0,0,0,0,0,0,0,0
Olfr1461,0,0,0,0,0,0,0,0,0
Olfr1462,0,0,0,0,0,0,0,0,0
Olfr1463,0,0,0,0,0,0,0,0,0
Olfr1465,0,0,0,0,0,0,0,0,0
Olfr1466,0,0,0,0,0,0,0,0,0
Olfr1467,0,0,0,0,0,0,0,0,0
Olfr1469,0,0,0,0,0,0,0,0,0
Olfr1471,0,0,0,0,0,0,0,0,0
Olfr1472,0,0,0,0,0,0,0,0,0
Olfr1474,0,0,0,0,0,0,0,0,0
Olfr1475,0,0,0,0,0,0,0,0,0
Olfr1477,0,0,0,0,0,0,0,0,0
Olfr1480,0,0,0,0,0,0,0,0,0
Olfr1484,0,0,0,0,0,0,0,0,0
Olfr1487,0,0,0,0,0,0,0,0,0
Olfr1489,0,0,0,0,0,0,0,0,0
Olfr1490,0,0,0,0,0,0,0,0,0
Olfr1491,0,0,0,0.247,0,0,0,0,0
Olfr1494,0,0,0,0.25,0,0,0,0,0
Olfr1495,0,0,0,0.082,0,0,0,0,0
Olfr1496,0,0,0,0,0,0,0,0,0
Olfr1497,0,0,0,0,0,0,0,0,0
Olfr1499,0,0,0,0,0,0,0,0,0
Olfr1500,0,0,0,0,0,0,0,0,0
Olfr1501,0,0,0,0,0,0,0,0,0
Olfr1502,0,0,0,0,0,0,0,0,0
Olfr1504,0,0,0,0,0,0,0,0,0
Olfr1505,0,0,0,0,0,0,0,0,0
Rnu6,5.479,0,0,0,0,0,0,0,0
Tle4,17.632,22.265,15.418,101.372,16.474,3.332,1.933,23.729,23.729
Psat1,388.745,11.056,7.962,354.301,92.051,271.085,232.184,94.473,94.473
Cep78,13.348,2.129,1.685,41.154,16.592,4.965,7.984,6.402,6.402
C130060C02Rik,0.256,0,0.071,0.068,0,0,0,0,0
Gnaq,72.443,0.348,0.123,10.166,5.078,8.905,4.031,25.641,25.641
E030024N20Rik,0.233,0.127,0.084,0.05,0.913,0.213,0.695,1.671,1.671
Mir496b,0,0,0,0,0,0,0,0,0
Gna14,0.044,0.683,0.314,2.666,0,0.134,0,0.066,0.066
Vps13a,29.457,17.941,12.535,8.482,30.53,13.482,2.774,18.458,18.458
Foxb2,0,0,0.081,0,0,0,0,0,0
Prune2,17.262,0,0,6.234,0.033,0,0.024,0,0
Gcnt1,8.833,0.024,0,7.739,0,1.531,2.435,0.016,0.016
Rfk,50.423,11.236,6.904,44.974,36.92,19.485,17.706,43.638,43.638
Pcsk5,3.959,0,0,0.096,0,0,0,0,0
Ostf1,179.175,56.963,51.417,33.371,78.865,154.531,207.694,155.161,155.161
Nmrk1,8.713,1.736,2.233,7.086,8.649,6.932,5.609,3.536,3.536
2410127L17Rik,7.135,1.379,0.156,21.875,1.98,8.202,1.549,21.948,21.948
D030056L22Rik,34.829,5.77,4.588,53.064,27.202,50.437,29.476,30.932,30.932
Trpm6,0,0.115,0.006,0.158,0,6.597,5.483,0.172,0.172
Rorb,0.141,0,0.009,0.008,0,0,0.094,0,0
Anxa1,4084.301,0.083,0,25.236,0,7.128,7.611,2.307,2.307
1500015L24Rik,0.19,0,0,0,0,0,0,0,0
E030003E18Rik,0,0,0,0,0,0,0,0,0
